"","indx","cite_text_manual","cite_url_manual","cite_page_manual","cite_text","cite_url","cite_pages","cite_byline","cite_analyst","cite_language","cite_title","cite_docid","cite_author","cite_doctype","cite_docnum","cite_location","cite_date","cite_fielddate","cite_evaluation","cite_publisher","pubyear","pubnonenglish","cite_author.1","author_female","author_age","authorfield_science","authorfield_ethno","authorfield_linguistic","authorfield_education","authorfield_art","authorfield_medicine","authorfield_business","authorfield_religion","authorfield_govt","authorfield_socialscience","authorfield_travel","authorfield_local"
"36",36,"Sarpong, Peter. 1977. “Girls’ Nubility Rites In Ashanti.” Tema, Ghana: Ghana Pub. Corp.","http://ehrafworldcultures.yale.edu/document?id=fe12-042","23","Sarpong, Peter. 1977. “Girls’ Nubility Rites In Ashanti.” Tema, Ghana: Ghana Pub. Corp.","http://ehrafworldcultures.yale.edu/document?id=fe12-042","23","Peter Sarpong","Ian Skoggard ;1999","English","Girls' nubility rites on Ashanti","fe12-042","Sarpong, Peter","Monograph",42,"Ashanti; Ghana","1920-1970","Not Specified","clergyman,","Tema, Ghana",1977,0,"Sarpong, Peter",0,44,0,0,0,0,0,0,0,1,0,0,0,0
"37",37,"Warren, Dennis M. 1986. “Akan Of Ghana: An Overview Of The Ethnographic Literature.” Accra: Pointer Ltd.","http://ehrafworldcultures.yale.edu/document?id=fe12-029","57-59","Warren, Dennis M. 1986. “Akan Of Ghana: An Overview Of The Ethnographic Literature.” Accra: Pointer Ltd.","http://ehrafworldcultures.yale.edu/document?id=fe12-029","57-59","By Dennis M. Warren","John Beierle ; 1995","English","The Akan of Ghana","fe12-029","Warren, Dennis M.","component part(s), monograph",29,"Ghana","not specified","unknown","ethnologist","Accra",1986,0,"Warren, Dennis M.",0,44,0,1,0,0,0,0,0,0,0,0,0,0
"38",38,"Warren, Dennis M. 1986. “Akan Of Ghana: An Overview Of The Ethnographic Literature.” Accra: Pointer Ltd.","http://ehrafworldcultures.yale.edu/document?id=fe12-029","57, 59","Warren, Dennis M. 1986. “Akan Of Ghana: An Overview Of The Ethnographic Literature.” Accra: Pointer Ltd.","http://ehrafworldcultures.yale.edu/document?id=fe12-029","57, 59","By Dennis M. Warren","John Beierle ; 1995","English","The Akan of Ghana","fe12-029","Warren, Dennis M.","component part(s), monograph",29,"Ghana","not specified","unknown","ethnologist","Accra",1986,0,"Warren, Dennis M.",0,44,0,1,0,0,0,0,0,0,0,0,0,0
"39",39,"Warren, Dennis M. 1975. “Techiman-Bono Of Ghana: An Ethnography Of An Akan Society.” Dubuque, Iowa: Kendall/Hunt Pub. Co.","http://ehrafworldcultures.yale.edu/document?id=fe12-054","55-56","Warren, Dennis M. 1975. “Techiman-Bono Of Ghana: An Ethnography Of An Akan Society.” Dubuque, Iowa: Kendall/Hunt Pub. Co.","http://ehrafworldcultures.yale.edu/document?id=fe12-054","55-56","Dennis M. Warren","Ian Skoggard ;1999","English","The Techiman-Bobo of Ghana","fe12-054","Warren, Dennis M.","Monograph",54,"Techiman, Brong-Ahafo Region, Ghana","1964-1974","1969-1974","ethnographer,","Dubuque, Iowa",1975,0,"Warren, Dennis M.",0,33,0,1,0,0,0,0,0,0,0,0,0,0
"40",40,"Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","79","Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","79","Kwesi Yankah","Ian Skoggard ;1999","English","The proverb in the context of Akan rhetoric","fe12-055","Yankah, Kwesi","Monograph",55,"Ghana","1979-1984","1979-1984","ethnographer,","Bern ; New York",1989,0,"Yankah, Kwesi",0,NA,0,1,0,0,0,0,0,0,0,0,0,0
"41",41,"Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","95-96","Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","95-96","Kwesi Yankah","Ian Skoggard ;1999","English","The proverb in the context of Akan rhetoric","fe12-055","Yankah, Kwesi","Monograph",55,"Ghana","1979-1984","1979-1984","ethnographer,","Bern ; New York",1989,0,"Yankah, Kwesi",0,NA,0,1,0,0,0,0,0,0,0,0,0,0
"42",42,"Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","97","Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","97","Kwesi Yankah","Ian Skoggard ;1999","English","The proverb in the context of Akan rhetoric","fe12-055","Yankah, Kwesi","Monograph",55,"Ghana","1979-1984","1979-1984","ethnographer,","Bern ; New York",1989,0,"Yankah, Kwesi",0,NA,0,1,0,0,0,0,0,0,0,0,0,0
"43",43,"Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","133-134","Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","133-134","Kwesi Yankah","Ian Skoggard ;1999","English","The proverb in the context of Akan rhetoric","fe12-055","Yankah, Kwesi","Monograph",55,"Ghana","1979-1984","1979-1984","ethnographer,","Bern ; New York",1989,0,"Yankah, Kwesi",0,NA,0,1,0,0,0,0,0,0,0,0,0,0
"44",44,"Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","201-202","Yankah, Kwesi. 1989. “Proverb In The Context Of Akan Rhetoric: A Theory Of Proverb Praxis.” Sprichwörterforschung. Bern: P. Lang.","http://ehrafworldcultures.yale.edu/document?id=fe12-055","201-202","Kwesi Yankah","Ian Skoggard ;1999","English","The proverb in the context of Akan rhetoric","fe12-055","Yankah, Kwesi","Monograph",55,"Ghana","1979-1984","1979-1984","ethnographer,","Bern ; New York",1989,0,"Yankah, Kwesi",0,NA,0,1,0,0,0,0,0,0,0,0,0,0
"45",45,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","6-7","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","6-7","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"46",46,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","6-7","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","6-7","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"47",47,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"48",48,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"49",49,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"50",50,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"51",51,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"52",52,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"53",53,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"54",54,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"55",55,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"56",56,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"57",57,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"58",58,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"59",59,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"60",60,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","10-13","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"61",61,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","21-22","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","21-22","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"62",62,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","22-23","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","22-23","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"63",63,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","43","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","43","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"64",64,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","37-38","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","37-38","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"65",65,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","37-38","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","37-38","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
"66",66,"Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","69-70","Nketia, J. H. Kwabena. 1969. “Funeral Dirges Of The Akan People.” New York: Negro Universities Press.","http://ehrafworldcultures.yale.edu/document?id=fe12-053","69-70","[by] J. H. Nketia","Ian Skoggard ;1999","English","Funeral dirges of the Akan people","fe12-053","Nketia, J. H. Kwabena","Monograph",53,"Ghana","1952-1954","1952-1954","sociologist,","New York",1969,0,"Nketia, J. H. Kwabena",0,48,0,0,0,0,0,0,0,0,0,1,0,0
