indx,singers_sex,singers_leader,singers_dance,audience_dance,religious,trance,ceremony,informal,appear,restrict,mimic,nowords,child_by,child_for,compose,improv,clap,stomp,instrument,cite_text_manual,cite_url_manual,cite_page_manual
103,Female,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,259
104,.,.,.,.,1,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,"259, 260"
105,Female,.,1,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,259
106,Male,.,.,.,1,0,.,1,0,0,0,.,1,0,1,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,"259, 260"
107,.,.,.,.,0,0,1,1,0,1,0,.,0,0,.,0,.,.,1,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,259
108,.,0,.,.,0,0,0,1,0,0,0,.,0,0,0,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,260
109,Both sexes,.,.,0,0,0,1,1,0,0,0,.,0,0,.,0,.,.,1,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,262
110,.,.,.,.,1,1,.,.,0,1,1,.,0,0,.,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,337
111,.,.,.,.,0,0,.,.,0,1,0,.,0,0,.,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,240
112,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Messing, Simon D. (Simon David), and M. Lionel (Marvin Lionel) Bender. 1985. “Highland Plateau Amhara Of Ethiopia.” Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=mp05-020,260
113,.,0,1,.,0,0,.,.,0,0,1,.,0,0,.,0,.,.,0,"Cipriani, Lidio, and D. Tayler Cox. 1966. “Andaman Islanders.” New York: Frederick A. Praeger, Inc.",http://ehrafworldcultures.yale.edu/document?id=az02-011,44
114,Both sexes,1,1,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Cipriani, Lidio, and D. Tayler Cox. 1966. “Andaman Islanders.” New York: Frederick A. Praeger, Inc.",http://ehrafworldcultures.yale.edu/document?id=az02-011,91
115,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,1,1,"Man, Edward Horace. 1932. “On The Aboriginal Inhabitants Of The Andaman Islands.” London: The Royal Anthropological Institute of Great Britain and Ireland.",http://ehrafworldcultures.yale.edu/document?id=az02-002,50
116,Both sexes,1,1,.,0,0,0,.,0,0,0,.,0,0,1,1,1,.,1,"Man, Edward Horace. 1932. “On The Aboriginal Inhabitants Of The Andaman Islands.” London: The Royal Anthropological Institute of Great Britain and Ireland.",http://ehrafworldcultures.yale.edu/document?id=az02-002,4
117,Both sexes,1,.,.,0,0,0,.,0,0,0,.,0,0,1,1,.,.,1,"Man, Edward Horace. 1932. “On The Aboriginal Inhabitants Of The Andaman Islands.” London: The Royal Anthropological Institute of Great Britain and Ireland.",http://ehrafworldcultures.yale.edu/document?id=az02-002,169
118,Both sexes,1,1,.,0,0,0,.,0,0,0,Jibberish,0,0,1,1,1,.,1,"Man, Edward Horace. 1932. “On The Aboriginal Inhabitants Of The Andaman Islands.” London: The Royal Anthropological Institute of Great Britain and Ireland.",http://ehrafworldcultures.yale.edu/document?id=az02-002,"171, 172"
119,.,0,.,.,0,0,.,.,0,1,0,.,0,0,1,1,.,.,1,"Man, Edward Horace. 1932. “On The Aboriginal Inhabitants Of The Andaman Islands.” London: The Royal Anthropological Institute of Great Britain and Ireland.",http://ehrafworldcultures.yale.edu/document?id=az02-002,252
120,.,0,.,.,0,0,.,0,0,1,0,.,0,0,1,1,.,.,0,"Man, Edward Horace. 1932. “On The Aboriginal Inhabitants Of The Andaman Islands.” London: The Royal Anthropological Institute of Great Britain and Ireland.",http://ehrafworldcultures.yale.edu/document?id=az02-002,"252, 253"
121,Female,0,.,.,1,0,0,0,1,0,0,.,0,0,.,0,.,.,0,"Mann, Rann Singh. 1979. “Bay Islander.” Bidasa: Institute of Social Research and Applied Anthropology ; distributors, Subarnarekha.",http://ehrafworldcultures.yale.edu/document?id=az02-012,64
122,.,.,.,.,0,0,1,.,0,1,0,.,0,0,0,0,.,.,0,"Pandya, Vishvajit. 1995. “Culture Summary: Andamans.” New Haven, Conn.: HRAF.",http://ehrafworldcultures.yale.edu/document?id=az02-000,10
123,.,1,.,.,0,0,1,.,1,0,0,.,0,0,.,0,1,1,0,"Pandya, Vishvajit. 1995. “Culture Summary: Andamans.” New Haven, Conn.: HRAF.",http://ehrafworldcultures.yale.edu/document?id=az02-000,10
124,.,1,1,1,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,129
125,Both sexes,1,1,1,0,0,0,0,0,1,0,.,0,0,1,0,1,.,1,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,"128, 129, 131"
126,Both sexes,1,0,0,0,0,0,1,0,1,0,.,0,0,1,0,.,.,0,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,132
127,Male,0,0,0,0,0,0,1,0,1,0,.,0,0,1,0,.,.,0,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,132
128,Both sexes,1,1,1,0,0,1,0,0,1,0,.,0,0,1,0,.,.,0,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,132
129,Male,.,1,1,0,0,.,.,0,0,0,.,0,0,1,0,.,.,0,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,132
130,Male,.,1,1,0,0,.,.,0,0,0,.,0,0,1,0,.,.,0,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,132
131,.,.,1,.,0,0,0,.,0,0,0,.,0,0,.,0,1,1,1,"Radcliffe-Brown, A. R. (Alfred Reginald). 1922. “Andaman Islanders: A Study In Social Anthropology.” Cambridge: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=az02-001,247
132,.,.,.,.,0,0,1,1,0,0,0,.,0,0,0,0,.,.,0,"Sen, Probhat Kumar. 1962. “Land & Peoples Of The Andamans: A Geographical & Socio-Economical Study With A Short Account Of The Nicobar Islands.” Calcutta: The Post-Graduate Book Mart.",http://ehrafworldcultures.yale.edu/document?id=az02-010,65
133,.,.,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,0,"Basedow, Herbert. 1925. “Australian Aboriginal.” Adelaide: F. W. Preece and sons.",http://ehrafworldcultures.yale.edu/document?id=oi08-007,113
134,Male,.,0,1,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Basedow, Herbert. 1925. “Australian Aboriginal.” Adelaide: F. W. Preece and sons.",http://ehrafworldcultures.yale.edu/document?id=oi08-007,"281, 281 2"
135,Male,.,.,.,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Basedow, Herbert. 1925. “Australian Aboriginal.” Adelaide: F. W. Preece and sons.",http://ehrafworldcultures.yale.edu/document?id=oi08-007,"281-282, 282-283"
136,.,1,1,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Basedow, Herbert. 1925. “Australian Aboriginal.” Adelaide: F. W. Preece and sons.",http://ehrafworldcultures.yale.edu/document?id=oi08-007,376-377
137,.,.,1,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Basedow, Herbert. 1925. “Australian Aboriginal.” Adelaide: F. W. Preece and sons.",http://ehrafworldcultures.yale.edu/document?id=oi08-007,377
138,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
139,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
140,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
141,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
142,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
143,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
144,Male,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
145,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,83-85
146,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,85-86
147,.,1,.,1,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,85-86
148,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,88-90
149,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,90
150,.,.,.,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,90
151,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,91
152,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,92
153,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1927. “Aboriginal Songs.” Transactions And Proceedings Of The Royal Society Of South Australia 51 (4). Adelaide: 81-92.",http://ehrafworldcultures.yale.edu/document?id=oi08-036,92 2
154,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,"455-456, 456-457, 457-458"
155,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,459-460
156,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,"460-461, 461-462"
157,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,462
158,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,462-463
159,Male,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,463-464
160,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,464
161,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,464-465
162,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,465-466
163,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Davies, E. Harold. 1932. “Aboriginal Songs Of Central And Southern Australia.” Oceania 2. Melbourne: 454-67.",http://ehrafworldcultures.yale.edu/document?id=oi08-029,466-467
164,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Hardy, Jane Marie. 1992. “Visitors To Hermannsburg: An Essay On Cross-Cultural Learning.” Heritage Of Namatjira : The Watercolourists Of Central Australia, Edited By Jane Hardy, J. V. S. Megaw, And M. Ruth Megaw. Port Melbourne, Victoria, Australia: William Heineman Australia.",http://ehrafworldcultures.yale.edu/document?id=oi08-046,142
165,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Morton, John. 1992. “Country, People, Art: The Western Aranda 1870-1990.” Heritage Of Namatjira : The Watercolourists Of Central Australia, Edited By Jane Hardy, J. V. S. Megaw, And M. Ruth Megaw. Port Melbourne, Victoria, Australia: William Heineman Australia.",http://ehrafworldcultures.yale.edu/document?id=oi08-043,31
166,.,.,.,.,1,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Morton, John. 1992. “Country, People, Art: The Western Aranda 1870-1990.” Heritage Of Namatjira : The Watercolourists Of Central Australia, Edited By Jane Hardy, J. V. S. Megaw, And M. Ruth Megaw. Port Melbourne, Victoria, Australia: William Heineman Australia.",http://ehrafworldcultures.yale.edu/document?id=oi08-043,31
167,Male,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Morton, John. 1992. “Country, People, Art: The Western Aranda 1870-1990.” Heritage Of Namatjira : The Watercolourists Of Central Australia, Edited By Jane Hardy, J. V. S. Megaw, And M. Ruth Megaw. Port Melbourne, Victoria, Australia: William Heineman Australia.",http://ehrafworldcultures.yale.edu/document?id=oi08-043,48
168,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Morton, John. 1992. “Country, People, Art: The Western Aranda 1870-1990.” Heritage Of Namatjira : The Watercolourists Of Central Australia, Edited By Jane Hardy, J. V. S. Megaw, And M. Ruth Megaw. Port Melbourne, Victoria, Australia: William Heineman Australia.",http://ehrafworldcultures.yale.edu/document?id=oi08-043,55
169,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Morton, John. 1992. “Country, People, Art: The Western Aranda 1870-1990.” Heritage Of Namatjira : The Watercolourists Of Central Australia, Edited By Jane Hardy, J. V. S. Megaw, And M. Ruth Megaw. Port Melbourne, Victoria, Australia: William Heineman Australia.",http://ehrafworldcultures.yale.edu/document?id=oi08-043,61
170,Both sexes,.,.,.,0,0,0,1,0,0,0,.,1,0,.,0,.,.,0,"Porteus, Stanley D. 1931. “Psychology Of A Primitive People: A Study Of The Australian Aborigine.” New York: Longmans, Green.",http://ehrafworldcultures.yale.edu/document?id=oi08-018,134
171,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,26-27
172,.,.,.,.,0,0,1,0,0,0,1,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,91
173,.,.,.,.,0,0,1,0,0,0,1,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,91
174,.,.,.,.,0,0,1,0,1,0,0,.,0,0,0,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,107-108
175,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,168-169
176,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,166-168
177,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,166-168
178,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,168-169
179,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,166-168
180,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,168-169
181,Male,.,.,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1945. “Eternal Ones Of The Dream: A Psychoanalytic Interpretation Of Australian Myth And Ritual.” Iup Paperback Library. New York: International Universities Press.",http://ehrafworldcultures.yale.edu/document?id=oi08-009,219-220
182,Both sexes,.,.,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,0,"Róheim, Géza. 1933. “Women And Their Life In Central Australia.” Journal Of The Royal Anthropological Institute Of Great Britain And Ireland 63. London: 207-65.",http://ehrafworldcultures.yale.edu/document?id=oi08-028,212-214
